Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Doctor,186377,15,PhD,0.52,1.1,0.05,Low,0.17,0.72,0.87,0.05,0.96,0.91,1.0,0.37,0.41,0.93
HR Specialist,64971,8,Bachelor's,0.68,1.08,0.35,Medium,0.38,0.48,0.75,0.44,0.52,0.93,0.15,0.64,0.22,0.77
Truck Driver,58586,1,High School,0.43,0.68,0.82,High,0.67,0.31,0.49,0.94,0.19,0.03,0.52,0.32,0.02,0.52
Customer Support,40455,12,High School,0.59,0.75,0.88,High,0.77,0.6,0.28,1.0,0.38,0.8,0.31,0.84,0.06,0.48
Marketing Manager,90775,18,Bachelor's,0.72,1.22,0.44,Medium,0.06,0.72,0.74,0.4,0.73,0.5,0.24,0.65,0.74,0.74
Mechanic,45966,18,High School,0.21,0.87,0.48,Medium,0.44,0.45,0.66,0.52,0.22,0.36,0.94,0.07,0.26,0.7
Research Scientist,109035,24,PhD,0.46,1.5,0.05,Low,0.09,1.0,0.81,0.23,0.6,0.58,0.76,0.51,0.91,0.72
Financial Analyst,83382,9,Master's,0.87,1.12,0.58,Medium,0.53,0.77,0.63,0.63,0.55,0.58,0.07,1.0,0.39,0.53
HR Specialist,70157,12,Bachelor's,0.55,1.07,0.47,Medium,0.48,0.54,0.69,0.23,0.63,0.71,0.07,0.68,0.44,0.67
Data Scientist,111466,11,Master's,0.64,1.33,0.16,Medium,0.32,0.83,0.94,0.31,0.69,0.48,0.2,0.71,0.53,0.65
Data Scientist,134267,0,Master's,0.82,1.27,0.1,Medium,0.27,0.93,0.97,0.29,0.6,0.41,0.15,0.71,0.42,0.63
Software Engineer,109464,9,Bachelor's,0.78,1.18,0.43,Medium,0.35,0.83,0.88,0.35,0.55,0.29,0.4,0.71,0.59,0.62
Chef,40759,2,High School,0.07,0.82,0.37,Medium,0.62,0.29,0.48,0.46,0.58,0.28,0.86,0.2,0.95,0.77
Truck Driver,48377,28,High School,0.37,0.65,0.86,High,0.91,0.44,0.54,0.93,0.0,0.25,0.7,0.29,0.27,0.59
Teacher,56865,23,Master's,0.22,0.92,0.38,Low,0.36,0.71,0.63,0.25,0.65,1.0,0.22,0.38,0.5,0.98
HR Specialist,75163,14,Bachelor's,0.53,0.93,0.4,Medium,0.57,0.51,0.61,0.43,0.76,0.85,0.28,0.73,0.69,0.5
Mechanic,50341,10,Bachelor's,0.14,0.89,0.67,Medium,0.43,0.36,0.54,0.45,0.2,0.31,0.8,0.25,0.25,0.68
Doctor,229076,9,PhD,0.47,1.22,0.12,Low,0.29,0.62,0.87,0.24,0.61,0.66,0.93,0.45,0.71,0.92
Retail Worker,36032,15,High School,0.27,0.73,0.75,High,0.88,0.38,0.33,0.97,0.0,0.64,0.61,0.53,0.37,0.44
Chef,41225,0,Bachelor's,0.27,0.98,0.49,Medium,0.5,0.3,0.48,0.48,0.49,0.48,0.99,0.23,0.88,0.78
HR Specialist,73648,1,Bachelor's,0.47,0.92,0.48,Medium,0.52,0.6,0.61,0.47,0.77,0.76,0.3,0.59,0.29,0.67
Mechanic,50099,1,High School,0.15,1.12,0.62,Medium,0.59,0.35,0.79,0.54,0.28,0.54,1.0,0.36,0.27,0.82
Security Guard,32834,11,Master's,0.22,0.6,0.8,High,0.71,0.21,0.16,0.97,0.11,0.39,0.41,0.57,0.06,0.47
UX Researcher,86863,16,Master's,0.76,1.1,0.3,Medium,0.24,0.66,0.72,0.09,0.46,0.82,0.1,0.35,0.8,0.65
UX Researcher,107341,23,Bachelor's,0.81,1.17,0.21,Medium,0.4,0.98,0.71,0.36,0.67,0.74,0.15,0.5,0.78,0.66
Teacher,73413,31,Bachelor's,0.58,0.88,0.22,Medium,0.34,0.52,0.48,0.51,0.74,0.78,0.39,0.22,0.54,0.77
Lawyer,135984,13,PhD,0.63,1.01,0.37,Low,0.24,0.54,1.0,0.31,1.0,0.74,0.21,0.75,0.75,0.7
Financial Analyst,80270,21,Master's,0.68,1.24,0.27,Medium,0.39,0.72,0.7,0.43,0.6,0.57,0.22,0.87,0.34,0.59
Security Guard,39788,18,Master's,0.15,0.63,0.61,High,0.72,0.48,0.59,0.83,0.2,0.5,0.61,0.42,0.05,0.47
AI Engineer,160914,20,Bachelor's,1.0,1.5,0.22,Medium,0.24,0.97,0.77,0.15,0.47,0.21,0.26,0.43,0.77,0.64
Marketing Manager,98200,10,Master's,0.82,1.32,0.32,Medium,0.32,0.7,0.63,0.38,0.82,0.62,0.05,0.68,0.74,0.69
Lawyer,146960,3,Master's,0.68,1.03,0.25,Medium,0.4,0.95,0.78,0.44,0.73,0.65,0.13,0.59,0.5,0.65
Retail Worker,31486,19,High School,0.17,0.7,0.89,High,0.89,0.41,0.34,0.75,0.16,0.63,0.28,0.46,0.11,0.41
Graphic Designer,52744,2,Bachelor's,0.73,1.15,0.4,Medium,0.0,0.93,0.53,0.42,0.51,0.47,0.49,0.46,1.0,0.6
Customer Support,35905,1,Bachelor's,0.56,0.73,0.71,High,0.73,0.44,0.44,0.73,0.1,0.67,0.2,0.49,0.19,0.39
Retail Worker,26698,25,Bachelor's,0.39,1.04,0.69,High,0.72,0.49,0.32,0.8,0.29,0.65,0.54,0.45,0.16,0.37
Security Guard,38978,9,Master's,0.19,0.63,0.69,High,0.76,0.4,0.53,0.9,0.02,0.51,0.32,0.59,0.06,0.67
Software Engineer,118329,11,PhD,0.69,1.41,0.31,Low,0.17,1.0,0.75,0.23,0.4,0.22,0.31,0.78,0.97,0.71
Data Scientist,134160,5,Master's,0.74,1.36,0.23,Medium,0.41,0.92,0.95,0.27,0.62,0.45,0.14,0.79,0.59,0.78
HR Specialist,68557,10,Master's,0.42,0.76,0.41,Medium,0.29,0.59,0.79,0.62,0.83,0.8,0.23,0.8,0.56,0.4
Customer Support,39776,14,Bachelor's,0.61,0.82,0.74,High,0.57,0.63,0.37,0.73,0.17,0.74,0.06,0.81,0.2,0.49
Graphic Designer,61586,8,Bachelor's,0.84,1.2,0.63,Medium,0.26,0.9,0.69,0.41,0.34,0.57,0.68,0.15,0.9,0.64
Retail Worker,33987,26,Bachelor's,0.52,1.05,0.68,High,0.88,0.22,0.37,0.78,0.27,0.68,0.56,0.64,0.33,0.64
Lawyer,150669,4,PhD,0.58,1.06,0.31,Low,0.33,0.6,0.99,0.47,0.77,0.74,0.2,0.61,0.63,0.81
Marketing Manager,83848,29,PhD,0.86,1.36,0.28,Low,0.5,0.54,0.64,0.4,0.91,0.74,0.23,0.39,0.68,0.73
UX Researcher,103291,20,Bachelor's,0.64,1.2,0.15,Low,0.06,0.75,0.85,0.2,0.76,0.92,0.14,0.41,0.57,0.62
HR Specialist,74749,15,Master's,0.5,0.88,0.23,Medium,0.48,0.56,0.65,0.35,0.78,0.74,0.2,0.69,0.27,0.48
Software Engineer,140223,18,Master's,0.71,1.44,0.44,Medium,0.4,0.94,1.0,0.33,0.51,0.23,0.27,0.6,0.9,0.77
Truck Driver,48373,27,High School,0.21,0.9,0.95,High,0.95,0.36,0.33,0.91,0.22,0.11,0.56,0.28,0.26,0.29
Customer Support,43458,24,Bachelor's,0.62,0.91,0.71,High,0.82,0.41,0.26,0.92,0.37,0.93,0.28,0.81,0.26,0.48
UX Researcher,100620,24,Bachelor's,0.69,0.98,0.41,Medium,0.23,0.92,0.72,0.23,0.57,0.59,0.31,0.31,0.81,0.79
Research Scientist,116844,20,PhD,0.64,1.18,0.24,Low,0.15,1.0,0.75,0.42,0.77,0.23,0.97,0.59,0.71,0.56
Customer Support,41800,7,High School,0.54,0.89,0.8,High,0.68,0.49,0.41,0.77,0.36,0.76,0.01,0.59,0.0,0.54
AI Engineer,143049,7,Master's,0.92,1.5,0.16,Low,0.1,0.92,1.0,0.11,0.71,0.26,0.38,0.46,0.72,0.87
UX Researcher,99634,25,Bachelor's,0.87,1.12,0.43,Medium,0.16,0.72,0.75,0.3,0.73,0.61,0.3,0.56,0.82,0.83
Teacher,69726,1,Master's,0.17,0.89,0.23,Medium,0.29,0.58,0.66,0.51,0.66,0.95,0.23,0.34,0.55,0.94
AI Engineer,150056,28,Bachelor's,0.86,1.49,0.2,Low,0.0,0.94,0.9,0.03,0.63,0.35,0.26,0.23,0.94,0.73
UX Researcher,102803,18,Master's,0.58,1.09,0.32,Medium,0.27,0.87,0.71,0.37,0.56,0.59,0.42,0.42,0.71,0.66
Software Engineer,142658,4,High School,0.73,1.5,0.38,Medium,0.33,0.89,0.95,0.17,0.43,0.39,0.49,0.59,0.81,0.7
Data Scientist,115926,4,Master's,0.87,1.44,0.24,Medium,0.25,0.88,0.88,0.36,0.74,0.44,0.32,0.7,0.56,0.63
HR Specialist,73217,22,Bachelor's,0.3,1.12,0.3,Medium,0.43,0.56,0.67,0.41,0.7,0.87,0.0,0.91,0.37,0.4
Chef,49445,7,Master's,0.16,0.88,0.59,Medium,0.52,0.3,0.69,0.7,0.67,0.43,0.95,0.19,0.98,0.65
Teacher,62320,4,Bachelor's,0.5,1.0,0.19,Medium,0.31,0.61,0.68,0.42,0.53,0.92,0.33,0.55,0.47,0.92
Research Scientist,112160,25,PhD,0.7,1.36,0.05,Low,0.44,0.86,0.77,0.26,0.7,0.46,0.64,0.76,0.69,0.53
UX Researcher,104051,5,Bachelor's,0.59,1.12,0.3,Medium,0.31,0.57,0.78,0.61,0.6,0.69,0.29,0.49,0.82,0.77
Financial Analyst,94715,21,Bachelor's,0.58,1.21,0.49,Medium,0.4,0.97,0.72,0.67,0.54,0.53,0.17,0.93,0.31,0.4
HR Specialist,67883,9,Bachelor's,0.25,0.86,0.11,Medium,0.47,0.56,0.51,0.44,0.77,0.74,0.19,0.7,0.21,0.45
Nurse,67712,6,Bachelor's,0.37,1.21,0.05,Medium,0.43,0.53,0.81,0.5,0.67,1.0,0.79,0.56,0.24,1.0
Customer Support,43844,0,Bachelor's,0.47,0.88,0.59,High,0.9,0.5,0.44,0.94,0.29,0.73,0.29,0.61,0.22,0.42
Financial Analyst,66652,8,PhD,0.59,1.25,0.45,Medium,0.33,0.82,0.79,0.58,0.74,0.33,0.09,0.89,0.39,0.58
Nurse,78105,8,Master's,0.25,0.89,0.42,Low,0.32,0.74,0.9,0.4,0.72,0.79,0.91,0.6,0.39,0.8
HR Specialist,68516,17,Bachelor's,0.61,0.95,0.41,Medium,0.1,0.54,0.54,0.4,0.71,0.76,0.12,0.59,0.33,0.71
Customer Support,39839,11,High School,0.55,0.95,0.61,High,0.63,0.45,0.35,0.83,0.35,0.5,0.3,0.74,0.09,0.4
Research Scientist,105213,22,PhD,0.55,1.35,0.25,Low,0.15,0.82,0.92,0.11,0.59,0.55,0.61,0.72,0.84,0.52
Mechanic,59259,0,High School,0.27,1.02,0.57,High,0.66,0.39,0.65,0.62,0.35,0.47,1.0,0.24,0.16,0.65
Truck Driver,42689,0,Bachelor's,0.14,0.61,0.91,High,1.0,0.37,0.64,1.0,0.22,0.23,0.6,0.13,0.1,0.62
Nurse,77085,29,Bachelor's,0.44,1.07,0.12,Low,0.34,0.64,0.79,0.31,0.55,0.8,0.72,0.37,0.21,0.94
Data Scientist,125515,12,PhD,0.92,1.46,0.43,Low,0.21,0.91,0.85,0.42,0.73,0.49,0.23,0.78,0.48,0.89
Security Guard,44653,10,Bachelor's,0.0,0.63,0.92,High,0.72,0.37,0.51,0.74,0.3,0.48,0.67,0.45,0.0,0.55
AI Engineer,119591,9,Bachelor's,0.9,1.44,0.15,Low,0.22,0.91,0.86,0.01,0.65,0.5,0.25,0.56,0.86,0.84
Chef,52549,21,Bachelor's,0.2,1.0,0.58,Medium,0.59,0.34,0.67,0.52,0.58,0.43,0.87,0.23,0.84,0.88
Financial Analyst,95811,9,Master's,0.78,1.25,0.41,Medium,0.63,0.81,0.57,0.57,0.6,0.22,0.34,0.91,0.44,0.64
Financial Analyst,71446,1,PhD,0.61,1.15,0.37,Medium,0.44,0.86,0.69,0.58,0.52,0.57,0.16,0.97,0.21,0.62
Teacher,58270,0,Bachelor's,0.35,1.15,0.2,Medium,0.41,0.61,0.58,0.54,0.93,0.72,0.38,0.31,0.6,0.78
Nurse,72689,2,Bachelor's,0.32,1.29,0.11,Medium,0.36,0.6,0.59,0.5,0.42,0.95,0.77,0.38,0.32,0.64
HR Specialist,68419,25,Bachelor's,0.4,1.12,0.47,Medium,0.4,0.46,0.65,0.41,0.65,0.83,0.12,0.69,0.25,0.66
Nurse,75620,17,Master's,0.39,1.18,0.23,Low,0.58,0.88,0.71,0.48,0.42,1.0,0.88,0.45,0.42,0.77
Lawyer,140503,6,PhD,0.58,0.86,0.24,Medium,0.25,0.65,0.79,0.5,0.69,0.59,0.11,0.78,0.44,0.67
Data Scientist,117559,23,PhD,0.91,1.36,0.35,Low,0.24,0.9,0.78,0.18,0.81,0.31,0.17,0.76,0.56,0.76
Mechanic,41350,9,Bachelor's,0.22,0.73,0.56,Medium,0.69,0.37,0.58,0.73,0.29,0.57,0.68,0.22,0.49,0.66
AI Engineer,176127,8,High School,0.94,1.42,0.16,Medium,0.18,0.93,0.84,0.17,0.57,0.24,0.32,0.55,0.83,0.88
HR Specialist,78018,7,Bachelor's,0.54,1.01,0.5,Medium,0.37,0.52,0.54,0.5,0.59,0.75,0.15,0.91,0.12,0.58
Research Scientist,97672,11,PhD,0.64,1.2,0.05,Low,0.37,0.91,0.98,0.31,0.63,0.18,0.72,0.52,0.72,0.65
Marketing Manager,116579,17,Bachelor's,0.7,1.43,0.35,Medium,0.47,0.94,0.72,0.35,0.68,0.75,0.38,0.48,0.56,0.77
Teacher,60963,13,Master's,0.23,1.04,0.12,Medium,0.4,0.44,0.62,0.55,0.69,0.82,0.4,0.36,0.45,0.6
Nurse,76350,16,Bachelor's,0.27,1.1,0.3,Medium,0.53,0.66,0.71,0.36,0.55,0.79,0.76,0.29,0.23,0.77
Retail Worker,32837,17,High School,0.24,0.85,0.87,High,0.86,0.4,0.38,0.93,0.31,0.65,0.4,0.4,0.27,0.67
Truck Driver,52719,18,High School,0.28,0.73,0.79,High,0.83,0.49,0.25,0.78,0.29,0.23,0.73,0.3,0.01,0.48
HR Specialist,66521,10,Bachelor's,0.4,1.08,0.47,Medium,0.25,0.49,0.7,0.59,0.74,0.63,0.16,0.58,0.52,0.54
Teacher,57810,27,Bachelor's,0.3,1.21,0.09,Medium,0.19,0.6,0.54,0.65,0.63,0.76,0.08,0.4,0.54,0.66
Doctor,244621,21,PhD,0.6,1.35,0.11,Low,0.32,0.77,0.9,0.34,0.87,0.82,0.8,0.48,0.54,0.92
Nurse,90621,9,Bachelor's,0.32,1.03,0.17,Medium,0.32,0.66,0.62,0.39,0.74,0.83,0.64,0.39,0.4,0.83
Security Guard,44570,24,Master's,0.21,0.58,0.62,High,0.79,0.25,0.45,0.72,0.23,0.33,0.41,0.44,0.06,0.6
Financial Analyst,91863,15,Bachelor's,0.74,1.26,0.7,High,0.52,0.43,0.62,0.56,0.75,0.29,0.22,1.0,0.27,0.54
Truck Driver,51767,10,Bachelor's,0.06,0.79,0.95,High,0.72,0.25,0.32,0.83,0.47,0.28,0.71,0.35,0.0,0.54
Software Engineer,116409,16,PhD,0.81,1.38,0.48,Low,0.41,0.81,1.0,0.37,0.69,0.36,0.19,0.56,0.84,0.52
Doctor,226376,9,PhD,0.44,1.29,0.05,Low,0.0,0.71,0.86,0.2,0.89,0.84,0.71,0.6,0.4,0.79
Construction Worker,44416,14,Master's,0.0,0.67,0.54,Medium,0.81,0.16,0.49,0.75,0.31,0.27,0.95,0.0,0.28,0.72
Research Scientist,135117,14,PhD,0.61,1.13,0.13,Low,0.34,0.91,0.83,0.37,0.79,0.46,0.6,0.55,0.8,0.7
Lawyer,147955,1,Master's,0.72,1.09,0.34,Medium,0.37,0.4,0.93,0.37,0.72,0.63,0.18,0.34,0.43,0.71
Chef,47719,16,High School,0.22,0.87,0.78,Medium,0.55,0.22,0.68,0.75,0.7,0.49,0.85,0.25,0.78,0.78
Research Scientist,112489,19,PhD,0.64,1.38,0.21,Low,0.24,0.84,1.0,0.28,0.76,0.55,0.8,0.46,0.84,0.79
Truck Driver,60890,5,High School,0.27,1.01,0.92,High,0.89,0.19,0.33,1.0,0.12,0.17,0.76,0.3,0.03,0.41
UX Researcher,120823,16,Master's,0.7,1.14,0.27,Low,0.23,0.67,0.78,0.33,0.73,0.87,0.23,0.62,0.77,0.58
Truck Driver,47859,25,High School,0.13,0.87,0.81,High,0.78,0.44,0.42,0.9,0.36,0.06,0.47,0.14,0.14,0.52
Teacher,54775,6,Bachelor's,0.41,1.06,0.22,Medium,0.45,0.62,0.56,0.5,0.71,0.73,0.57,0.45,0.62,0.86
Software Engineer,125780,29,Master's,0.71,1.47,0.39,Low,0.37,0.89,0.84,0.36,0.54,0.32,0.44,0.63,0.77,0.84
Software Engineer,91613,11,Master's,0.51,1.3,0.54,Medium,0.3,0.93,0.98,0.23,0.51,0.41,0.2,0.83,0.56,0.57
HR Specialist,58211,13,Master's,0.65,1.05,0.48,Medium,0.53,0.67,0.5,0.56,0.85,0.8,0.46,0.53,0.47,0.72
Financial Analyst,84481,26,Master's,0.62,1.17,0.62,Medium,0.59,0.78,0.67,0.64,0.68,0.46,0.3,0.8,0.38,0.41
Marketing Manager,101561,11,Bachelor's,0.74,1.31,0.38,Medium,0.26,0.8,0.71,0.66,0.82,0.71,0.21,0.44,0.79,0.81
Data Scientist,124232,0,Bachelor's,0.92,1.5,0.36,Medium,0.31,0.82,0.81,0.25,0.61,0.52,0.07,0.77,0.61,0.52
Construction Worker,56175,26,High School,0.11,0.66,0.87,High,0.62,0.13,0.42,0.72,0.18,0.24,0.84,0.27,0.36,0.61
Marketing Manager,85603,18,Bachelor's,0.59,1.21,0.25,Medium,0.36,0.68,0.72,0.36,0.81,0.72,0.14,0.41,0.76,0.72
Research Scientist,110398,9,PhD,0.72,1.23,0.14,Low,0.26,0.99,0.85,0.33,0.8,0.52,0.69,0.58,0.82,0.59
Retail Worker,37960,12,Master's,0.29,1.09,0.84,High,0.78,0.47,0.36,0.77,0.22,0.52,0.47,0.49,0.17,0.46
AI Engineer,154683,23,Master's,0.71,1.5,0.16,Low,0.19,0.86,0.97,0.16,0.76,0.45,0.11,0.51,0.73,0.77
Research Scientist,108591,2,Master's,0.58,1.23,0.12,Medium,0.4,0.87,0.94,0.35,0.6,0.31,0.58,0.51,0.51,0.75
Truck Driver,43634,6,High School,0.22,0.74,0.85,High,1.0,0.31,0.26,0.84,0.15,0.1,0.69,0.38,0.0,0.57
Retail Worker,36782,15,High School,0.31,0.57,0.66,High,0.95,0.59,0.59,0.71,0.48,0.56,0.34,0.53,0.14,0.54
Software Engineer,113347,21,Master's,0.97,1.43,0.35,Low,0.17,0.88,1.0,0.29,0.51,0.45,0.42,0.43,0.76,0.67
Mechanic,51031,21,Bachelor's,0.03,0.89,0.7,Medium,0.62,0.51,0.58,0.5,0.11,0.35,1.0,0.19,0.17,0.65
AI Engineer,172471,25,Master's,1.0,1.5,0.11,Low,0.05,0.79,0.94,0.08,0.71,0.29,0.21,0.47,0.88,0.88
Marketing Manager,76698,1,Bachelor's,0.65,1.15,0.32,Medium,0.33,0.76,0.68,0.45,0.77,0.7,0.17,0.45,0.73,0.75
Mechanic,54553,19,Bachelor's,0.18,0.86,0.81,Medium,0.73,0.52,0.57,0.73,0.27,0.46,0.81,0.21,0.33,0.55
Retail Worker,30498,3,High School,0.17,0.8,0.59,High,0.86,0.53,0.28,0.94,0.18,0.68,0.18,0.74,0.35,0.47
Truck Driver,55001,7,High School,0.23,0.67,0.95,High,0.6,0.33,0.26,0.94,0.24,0.11,0.71,0.38,0.2,0.5
Graphic Designer,64031,25,Bachelor's,0.67,1.06,0.29,Low,0.06,0.9,0.57,0.16,0.54,0.81,0.6,0.42,0.91,0.56
Research Scientist,101766,11,PhD,0.5,1.32,0.14,Low,0.14,1.0,0.82,0.37,0.64,0.35,0.8,0.56,0.76,0.81
UX Researcher,93484,27,Master's,0.65,1.29,0.19,Low,0.36,0.86,0.73,0.25,0.61,0.83,0.2,0.57,0.81,0.53
Software Engineer,125300,15,Bachelor's,0.51,1.43,0.53,Medium,0.21,0.85,0.89,0.49,0.52,0.32,0.32,0.56,0.73,0.76
Nurse,77319,19,PhD,0.53,0.97,0.15,Low,0.52,0.6,0.86,0.49,0.53,1.0,0.83,0.42,0.47,1.0
Software Engineer,128296,23,High School,0.87,1.34,0.41,Medium,0.3,0.85,0.88,0.37,0.63,0.46,0.31,0.75,0.67,0.8
Mechanic,50360,18,High School,0.13,0.79,0.51,Medium,0.57,0.44,0.69,0.59,0.26,0.53,0.83,0.13,0.51,0.8
Lawyer,143517,26,PhD,0.8,1.1,0.43,Medium,0.06,0.54,0.72,0.3,0.49,0.69,0.09,0.71,0.34,0.81
Chef,46266,0,High School,0.25,1.06,0.68,Medium,0.46,0.45,0.84,0.68,0.57,0.6,0.74,0.06,0.79,1.0
Construction Worker,53861,25,High School,0.18,0.69,0.95,High,0.68,0.18,0.36,0.79,0.3,0.38,0.74,0.03,0.07,0.81
UX Researcher,105540,16,Bachelor's,0.71,1.0,0.33,Medium,0.09,0.68,0.76,0.25,0.55,0.85,0.31,0.47,0.82,0.6
Financial Analyst,81346,10,Bachelor's,0.6,1.3,0.57,Medium,0.51,0.82,0.55,0.7,0.51,0.41,0.32,0.99,0.4,0.46
Retail Worker,38515,19,High School,0.28,0.71,0.81,High,0.89,0.47,0.24,0.72,0.0,0.62,0.39,0.61,0.24,0.63
Nurse,80953,5,Master's,0.34,1.18,0.26,Medium,0.33,0.71,0.65,0.48,0.45,0.92,0.6,0.47,0.34,0.75
Retail Worker,30635,25,Bachelor's,0.59,0.76,0.77,High,0.69,0.48,0.29,0.75,0.2,0.86,0.52,0.62,0.24,0.52
Retail Worker,35346,25,Bachelor's,0.28,0.79,0.9,High,0.56,0.33,0.25,0.61,0.08,0.4,0.4,0.58,0.31,0.54
Marketing Manager,91377,3,Master's,0.67,1.5,0.46,Medium,0.2,0.51,0.52,0.27,0.71,0.68,0.1,0.53,0.78,0.7
Research Scientist,132179,5,Master's,0.55,1.23,0.2,Low,0.31,0.78,0.94,0.3,0.67,0.49,0.79,0.51,0.78,0.73
Customer Support,40411,27,High School,0.6,0.9,0.64,High,0.67,0.56,0.43,0.98,0.15,0.79,0.11,0.66,0.04,0.53
Nurse,72524,6,Bachelor's,0.39,1.04,0.34,Medium,0.34,0.53,0.56,0.35,0.71,0.9,0.86,0.67,0.33,0.74
Security Guard,39540,17,Bachelor's,0.17,0.68,0.78,High,0.85,0.25,0.35,0.65,0.29,0.36,0.52,0.4,0.14,0.52
Graphic Designer,60813,12,PhD,0.71,1.2,0.4,Low,0.19,0.89,0.68,0.3,0.22,0.9,0.77,0.27,0.82,0.59
Nurse,66924,28,Bachelor's,0.21,1.02,0.19,Low,0.35,0.73,0.73,0.32,0.55,1.0,0.96,0.65,0.38,0.77
Data Scientist,121266,9,Master's,0.73,1.48,0.28,Medium,0.0,0.93,0.9,0.31,0.61,0.27,0.26,0.86,0.67,0.79
Truck Driver,56913,0,High School,0.39,0.74,0.91,High,0.86,0.26,0.39,0.91,0.21,0.3,0.66,0.51,0.32,0.51
Teacher,66923,17,Master's,0.37,1.04,0.31,Low,0.0,0.72,0.55,0.42,0.66,0.86,0.36,0.24,0.49,0.83
Construction Worker,53779,8,High School,0.16,0.5,0.85,High,0.76,0.26,0.42,0.6,0.15,0.32,0.95,0.0,0.18,0.67
Security Guard,44099,0,Master's,0.0,0.67,0.87,High,0.63,0.4,0.45,0.84,0.29,0.35,0.46,0.72,0.08,0.67
AI Engineer,158081,23,Master's,0.79,1.5,0.16,Low,0.2,0.72,0.7,0.14,0.71,0.38,0.29,0.4,0.96,0.7
HR Specialist,61236,22,Master's,0.72,1.01,0.57,Medium,0.42,0.6,0.58,0.63,0.63,0.67,0.2,0.66,0.74,0.67
Financial Analyst,94112,6,Bachelor's,0.82,1.14,0.37,Medium,0.46,0.69,0.51,0.5,0.61,0.54,0.31,0.92,0.37,0.53
Graphic Designer,59725,2,Bachelor's,0.71,1.14,0.66,Medium,0.15,0.97,0.58,0.29,0.18,0.58,0.68,0.09,0.82,0.68
Mechanic,56165,25,High School,0.18,0.87,0.46,Medium,0.45,0.51,0.65,0.56,0.19,0.44,1.0,0.28,0.21,0.81
AI Engineer,163358,19,Master's,0.94,1.38,0.24,Low,0.17,1.0,0.98,0.0,0.5,0.39,0.22,0.4,0.74,0.61
Retail Worker,37426,31,High School,0.36,0.73,0.9,High,0.79,0.62,0.38,1.0,0.29,0.7,0.6,0.54,0.18,0.6
Research Scientist,147155,5,PhD,0.57,1.15,0.25,Low,0.35,0.85,0.83,0.31,0.78,0.48,0.56,0.79,0.74,0.67
Lawyer,154127,24,PhD,0.61,1.15,0.34,Low,0.21,0.87,0.92,0.31,0.89,0.78,0.18,0.78,0.42,0.75
Lawyer,124206,3,Master's,0.74,1.14,0.2,Medium,0.1,0.47,1.0,0.56,0.81,0.87,0.18,0.68,0.51,0.79
Data Scientist,119362,26,Master's,0.97,1.5,0.35,Low,0.28,1.0,0.92,0.37,0.7,0.44,0.1,0.66,0.61,0.68
Security Guard,41198,21,Master's,0.0,0.6,0.87,High,0.81,0.3,0.66,0.67,0.0,0.43,0.46,0.53,0.16,0.73
Software Engineer,116230,8,Bachelor's,0.6,1.43,0.27,Medium,0.15,0.84,0.94,0.38,0.72,0.5,0.29,0.51,0.64,0.64
Graphic Designer,65489,10,Bachelor's,0.61,1.06,0.52,Medium,0.27,0.83,0.47,0.26,0.49,0.64,0.66,0.24,1.0,0.62
Research Scientist,137987,19,PhD,0.71,1.33,0.15,Low,0.16,0.81,0.92,0.06,0.68,0.38,0.56,0.51,0.88,0.72
Data Scientist,129171,16,Master's,0.82,1.47,0.35,Medium,0.31,0.93,0.91,0.42,0.61,0.25,0.36,0.84,0.54,0.57
Graphic Designer,67517,5,Bachelor's,0.43,1.29,0.58,Medium,0.24,0.79,0.76,0.27,0.32,0.69,0.69,0.22,0.97,0.6
UX Researcher,93264,14,Bachelor's,0.66,1.0,0.32,Medium,0.22,0.92,0.86,0.28,0.74,0.56,0.51,0.33,0.74,0.7
HR Specialist,75372,17,Bachelor's,0.53,0.96,0.42,Medium,0.39,0.7,0.49,0.53,0.64,0.83,0.19,0.71,0.35,0.55
Financial Analyst,73234,12,Master's,0.81,1.44,0.51,Medium,0.53,0.89,0.64,0.51,0.66,0.4,0.28,0.81,0.22,0.45
Doctor,200891,24,PhD,0.53,1.12,0.05,Low,0.12,0.69,0.84,0.27,0.77,0.92,0.92,0.42,0.5,0.95
Data Scientist,117503,9,Bachelor's,0.79,1.5,0.38,Medium,0.22,1.0,0.88,0.17,0.62,0.31,0.27,1.0,0.52,0.73
Teacher,61345,2,Master's,0.59,0.85,0.07,Medium,0.12,0.65,0.51,0.44,0.59,0.97,0.4,0.4,0.51,0.96
Software Engineer,125645,13,Bachelor's,0.91,1.5,0.4,Medium,0.22,0.68,0.95,0.19,0.6,0.36,0.36,0.74,0.58,0.64
Software Engineer,136649,12,Bachelor's,0.35,1.33,0.43,Medium,0.29,1.0,0.83,0.24,0.55,0.34,0.32,0.44,0.92,0.57
Chef,51800,22,Bachelor's,0.11,0.92,0.79,Medium,0.47,0.3,0.89,0.47,0.8,0.48,0.94,0.1,0.86,0.73
Marketing Manager,75510,9,Master's,0.84,1.38,0.39,Medium,0.43,0.6,0.69,0.34,0.7,0.77,0.25,0.62,0.62,0.81
Software Engineer,140371,27,Master's,0.75,1.48,0.4,Medium,0.55,0.85,1.0,0.27,0.36,0.37,0.4,0.52,0.64,0.76
